# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 6 -i /data/shared/emapper_jobs/user_data/MM_z6zwv7ih/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_z6zwv7ih -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_z6zwv7ih
# time: Mon May 17 16:23:50 2021
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
MED134_07389	313590.MED134_07389	0.0	3110.5	Dokdonia													Bacteria	1IJKA@117743,37FU7@326319,4NMB8@976,COG1361@1,COG1361@2,COG4254@1,COG4254@2,COG5184@1,COG5184@2	NA|NA|NA	M	C-terminal domain of CHU protein family
MED134_07384	313590.MED134_07384	1.8e-178	631.7	Dokdonia													Bacteria	1HWKC@117743,37EMJ@326319,4NEVD@976,COG3064@1,COG3064@2	NA|NA|NA	M	Type IX secretion system membrane protein PorP/SprF
MED134_07379	313590.MED134_07379	0.0	1308.9	Dokdonia													Bacteria	1HXNY@117743,37E57@326319,4NE6G@976,COG2885@1,COG2885@2	NA|NA|NA	MU	WD40-like Beta Propeller Repeat
MED134_07374	313590.MED134_07374	2.5e-97	361.3	Dokdonia	idi	GO:0003674,GO:0003824,GO:0004452,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016853,GO:0016860,GO:0016863,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0046490,GO:0071704,GO:0090407,GO:1901576	4.1.1.33,5.3.3.2	ko:K01597,ko:K01823	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00095,M00096,M00364,M00365,M00366,M00367	R01121,R01123	RC00453,RC00455	ko00000,ko00001,ko00002,ko01000				Bacteria	1HXIQ@117743,37ET7@326319,4NFJV@976,COG1443@1,COG1443@2	NA|NA|NA	I	NUDIX domain
MED134_07369	313590.MED134_07369	3.4e-73	280.8	Dokdonia	ygcM		4.1.2.50,4.2.3.12	ko:K01737	ko00790,ko01100,map00790,map01100	M00842,M00843	R04286,R09959	RC01117,RC02846,RC02847	ko00000,ko00001,ko00002,ko01000,ko03016				Bacteria	1I1ZF@117743,37F1A@326319,4NNIS@976,COG0720@1,COG0720@2	NA|NA|NA	H	6-pyruvoyl tetrahydropterin synthase
MED134_07364	313590.MED134_07364	3.7e-81	307.4	Dokdonia	bcp		1.11.1.15	ko:K03564					ko00000,ko01000				Bacteria	1I3EE@117743,37F4B@326319,4NQCB@976,COG1225@1,COG1225@2	NA|NA|NA	O	Redoxin
MED134_07359	313590.MED134_07359	3.8e-41	173.7	Dokdonia													Bacteria	1I51B@117743,2E43R@1,32Z02@2,37FEW@326319,4NVFS@976	NA|NA|NA		
MED134_07354	313590.MED134_07354	4.5e-126	457.2	Dokdonia													Bacteria	1I04G@117743,28V2E@1,2ZH5W@2,37E8A@326319,4NH6Z@976	NA|NA|NA	S	Domain of unknown function (DUF4369)
MED134_07349	313590.MED134_07349	1.5e-225	788.5	Dokdonia													Bacteria	1HX29@117743,37EK9@326319,4NE2H@976,COG5505@1,COG5505@2	NA|NA|NA	S	Protein of unknown function (DUF819)
MED134_07344	313590.MED134_07344	0.0	1491.1	Dokdonia													Bacteria	1HX4Y@117743,37E3J@326319,4NFQ6@976,COG2091@1,COG2091@2	NA|NA|NA	H	Carbohydrate family 9 binding domain-like
MED134_07339	313590.MED134_07339	3.7e-171	607.4	Dokdonia				ko:K06889					ko00000				Bacteria	1HZNF@117743,37DRT@326319,4NFRN@976,COG1073@1,COG1073@2	NA|NA|NA	S	Serine aminopeptidase, S33
MED134_07334	313590.MED134_07334	2e-146	525.0	Dokdonia													Bacteria	1HZ0J@117743,28JIP@1,2Z82C@2,37E2I@326319,4NFN9@976	NA|NA|NA	S	S1/P1 Nuclease
MED134_07329	313590.MED134_07329	2.1e-165	588.2	Dokdonia													Bacteria	1I1QE@117743,37DNU@326319,4NNCC@976,COG2207@1,COG2207@2	NA|NA|NA	K	AraC-like ligand binding domain
MED134_07314	313590.MED134_07314	2.4e-112	411.4	Dokdonia	alkB												Bacteria	1HWRD@117743,37DN9@326319,4NFEG@976,COG3145@1,COG3145@2	NA|NA|NA	L	2OG-Fe(II) oxygenase superfamily
MED134_07309	313590.MED134_07309	4.4e-58	230.3	Dokdonia													Bacteria	1I2U0@117743,37F9H@326319,4NQAY@976,COG4270@1,COG4270@2	NA|NA|NA	S	COGs COG4270 membrane protein
MED134_07304	313590.MED134_07304	1.9e-141	508.4	Dokdonia			1.1.1.133	ko:K00067,ko:K20432	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793,M00815	R02777,R11233	RC00182,RC03398	ko00000,ko00001,ko00002,ko01000				Bacteria	1HZ17@117743,37DTE@326319,4NF71@976,COG1091@1,COG1091@2	NA|NA|NA	M	RmlD substrate binding domain
MED134_07299	313590.MED134_07299	4.9e-212	743.4	Dokdonia	gcvT		2.1.2.10	ko:K00605	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200	M00532	R01221,R02300,R04125	RC00022,RC00069,RC00183,RC02834	ko00000,ko00001,ko00002,ko01000				Bacteria	1HYBS@117743,37EEI@326319,4NF7S@976,COG0404@1,COG0404@2	NA|NA|NA	E	Aminomethyltransferase folate-binding domain
MED134_07294	313590.MED134_07294	2.8e-287	993.8	Flavobacteriia													Bacteria	1HY30@117743,4NFSH@976,COG2755@1,COG2755@2,COG4099@1,COG4099@2	NA|NA|NA	E	Phospholipase
