gene_id,cluster,product,subsystem,system,value
MED134_02425,C6,DNA-directed RNA polymerase beta' chain,['03020 RNA polymerase [PATH:dok03020]'],['09121 Transcription'],3.351749839798864
MED134_02610,C6,zinc carboxypeptidase,Unspecified,Unspecified,2.970924547121199
MED134_10485,C6,hypothetical protein,Unspecified,Unspecified,1.7075855077850073
MED134_00525,C6,elongation factor Ts (EF-Ts),Unspecified,Unspecified,0.8934207883614345
MED134_12531,C6,30S ribosomal protein S11,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.7142550205679602
MED134_13996,C6,hypothetical protein,Unspecified,Unspecified,0.6669501018465881
MED134_12506,C6,50S ribosomal protein L15,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.5790501819983441
MED134_01180,C6,DNA topoisomerase I,Unspecified,Unspecified,0.4671303097964829
MED134_09946,C6,hypothetical protein,Unspecified,Unspecified,0.4601620343407359
MED134_12516,C6,translation initiation factor IF-1,Unspecified,Unspecified,0.439077046936645
MED134_11581,C6,"efflux transporter, RND family, MFP subunit",Unspecified,Unspecified,0.4241926443572346
MED134_09536,C6,"ATP synthase, C subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.3882377576486072
MED134_02435,C6,two-component system sensor histidine kinase,"['02020 Two-component system [PATH:dok02020]', '02030 Bacterial chemotaxis [PATH:dok02030]']","['09132 Signal transduction', '09142 Cell motility']",0.3753452467673035
MED134_01685,C6,3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],0.3630690548476946
MED134_05014,C6,hypothetical protein,Unspecified,Unspecified,0.3147095535732736
MED134_11576,C6,outer membrane efflux protein,"['03070 Bacterial secretion system [PATH:dok03070]', '02020 Two-component system [PATH:dok02020]', '01501 beta-Lactam resistance [PATH:dok01501]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09131 Membrane transport', '09132 Signal transduction', '09175 Drug resistance: antimicrobial', '09175 Drug resistance: antimicrobial']",0.2987432531812752
MED134_12501,C6,50S ribosomal protein L30,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.282125844258607
MED134_02105,C6,hypothetical protein,Unspecified,Unspecified,0.2607240447338853
MED134_10446,C6,ferrous iron transport protein B,Unspecified,Unspecified,0.2049469037799354
MED134_08596,C6,methionyl-tRNA synthetase,"['00450 Selenocompound metabolism [PATH:dok00450]', '00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]']","['09106 Metabolism of other amino acids', '09122 Translation']",0.1962226910753055
MED134_04994,C6,hypothetical protein,Unspecified,Unspecified,0.1590192385153243
MED134_08756,C6,hypothetical protein,Unspecified,Unspecified,0.1569271196506019
MED134_16360,C6,putative membrane protein,Unspecified,Unspecified,0.1417872659464712
MED134_14096,C6,hypothetical protein,Unspecified,Unspecified,0.131705059926103
MED134_10615,C6,peptidase family M20/M25/M40,Unspecified,Unspecified,0.1314793829899719
MED134_04349,C6,hypothetical protein,Unspecified,Unspecified,0.1201052654089651
MED134_13631,C6,N-acetylneuraminate synthase,['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]'],['09101 Carbohydrate metabolism'],0.1186157976304999
MED134_09516,C6,hypothetical protein,Unspecified,Unspecified,0.1134954835274599
MED134_00955,C6,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,0.0994335831515157
MED134_11716,C6,phenylacetic acid degradation protein paaN,['00360 Phenylalanine metabolism [PATH:dok00360]'],['09105 Amino acid metabolism'],0.0961038656182911
MED134_07354,C6,hypothetical protein,Unspecified,Unspecified,0.0957204770441142
MED134_03639,C6,site-specific DNA-methyltransferase (adenine-specific),['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],0.0798305207978672
MED134_11561,C6,"ABC transporter, ATP-binding and permease protein",Unspecified,Unspecified,0.0766696979606329
MED134_11721,C6,enoyl-CoA hydratase/isomerase family protein,"['00280 Valine, leucine and isoleucine degradation [PATH:dok00280]']",['09105 Amino acid metabolism'],0.0745487688133872
MED134_08461,C6,general secretion pathway protein E,Unspecified,Unspecified,0.0687490238469303
MED134_11586,C6,glycoprotease family protein,Unspecified,Unspecified,0.0684292786515704
