gene_id,cluster,product,subsystem,system,value
MED134_01330,C3,biopolymer transport protein,Unspecified,Unspecified,2.1029745760882106
MED134_09066,C3,3-oxoacyl-(acyl-carrier-protein) synthase II,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",1.896352707564304
MED134_01200,C3,gliding motility protein GldM,Unspecified,Unspecified,1.497575701896939
MED134_06069,C3,hypothetical protein,Unspecified,Unspecified,1.4021902371985029
MED134_09551,C3,"ATP synthase F1, alpha subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],1.384751676505355
MED134_05084,C3,hypothetical protein,Unspecified,Unspecified,1.2296565338437606
MED134_06534,C3,aconitate hydratase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",1.163667097729985
MED134_01345,C3,hypothetical protein,Unspecified,Unspecified,1.140523139893915
MED134_09821,C3,hypothetical protein,Unspecified,Unspecified,1.080998896044512
MED134_12956,C3,protein-export membrane protein SecD,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",1.0744750498436626
MED134_01205,C3,gliding motility protein GldO,Unspecified,Unspecified,1.0315017621072902
MED134_05099,C3,two-component system response regulator,Unspecified,Unspecified,0.8487122011398052
MED134_00825,C3,hypothetical protein,Unspecified,Unspecified,0.8132083149817632
MED134_10166,C3,fungalysin metallopeptidase (M36),Unspecified,Unspecified,0.6239261261063821
MED134_00225,C3,methionine adenosyltransferase,['00270 Cysteine and methionine metabolism [PATH:dok00270]'],['09105 Amino acid metabolism'],0.5294120784601459
MED134_05924,C3,capsular exopolysaccharide family protein,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],0.525351544449362
MED134_06094,C3,peptidase family M16,Unspecified,Unspecified,0.5219987316734931
MED134_00265,C3,aldehyde dehydrogenase family protein,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00330 Arginine and proline metabolism [PATH:dok00330]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.5025007669228979
MED134_11030,C3,FeS assembly protein SufD,Unspecified,Unspecified,0.4937075993787537
MED134_14296,C3,dihydrolipoamide dehydrogenase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00640 Propanoate metabolism [PATH:dok00640]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00310 Lysine degradation [PATH:dok00310]', '00380 Tryptophan metabolism [PATH:dok00380]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.4612102030520781
MED134_13551,C3,exopolysaccharide transport protein family,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],0.4584168991681285
MED134_12971,C3,malate dehydrogenase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism']",0.4279492415327706
MED134_00990,C3,hypothetical protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],0.4214650984043647
MED134_06074,C3,hypothetical protein,Unspecified,Unspecified,0.3952054505527616
MED134_13396,C3,hypothetical protein,Unspecified,Unspecified,0.375777786665931
MED134_01400,C3,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,0.3682022374148625
MED134_00860,C3,dipeptidyl aminopeptidase IV,Unspecified,Unspecified,0.3506551368913909
MED134_04814,C3,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00540 Lipopolysaccharide biosynthesis [PATH:dok00540]']","['09103 Lipid metabolism', '09107 Glycan biosynthesis and metabolism']",0.3496988916312562
MED134_14476,C3,cystathionine beta-synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.3487366134321165
MED134_11891,C3,hypothetical protein,Unspecified,Unspecified,0.3257336855320749
MED134_08701,C3,hypothetical protein,Unspecified,Unspecified,0.3174595604696614
MED134_04299,C3,amidohydrolase family protein,Unspecified,Unspecified,0.3002095859160288
MED134_03154,C3,hypothetical protein,Unspecified,Unspecified,0.291560661688664
MED134_04924,C3,hypothetical protein,Unspecified,Unspecified,0.278147840041678
MED134_04964,C3,superoxide dismutase [Cu-Zn],Unspecified,Unspecified,0.2762114433899053
MED134_14291,C3,hypothetical protein,Unspecified,Unspecified,0.2740712876883199
MED134_01360,C3,RNA polymerase sigma-54 factor,"['02020 Two-component system [PATH:dok02020]', '02040 Flagellar assembly [PATH:dok02040]']","['09132 Signal transduction', '09142 Cell motility']",0.2649038431888125
MED134_00790,C3,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.2595983736636448
MED134_10495,C3,OmpA family protein,Unspecified,Unspecified,0.2533332755411828
MED134_13021,C3,zinc carboxypeptidase,Unspecified,Unspecified,0.2499984131345824
MED134_05304,C3,dihydroorotase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],0.2365026498095319
