gene_id,cluster,product,subsystem,system,value
MED134_05219,C2,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.7094712454813055
MED134_01135,C2,TCP-1/cpn60 chaperonin family protein,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",0.5300165287577306
MED134_05214,C2,outer membrane protein,Unspecified,Unspecified,0.4005170867977213
MED134_00405,C2,branched-chain amino acid aminotransferase,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.3710550462999844
MED134_10990,C2,hypothetical protein,Unspecified,Unspecified,0.27346109958307924
MED134_08216,C2,catalase/peroxidase HPI,"['00360 Phenylalanine metabolism [PATH:dok00360]', '00380 Tryptophan metabolism [PATH:dok00380]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.23106169067397372
MED134_14016,C2,hypothetical protein,Unspecified,Unspecified,0.2201382572107531
MED134_05259,C2,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,0.14681554267631447
MED134_02855,C2,peptidase family M48,Unspecified,Unspecified,0.14533295294292067
MED134_10870,C2,hypothetical protein,Unspecified,Unspecified,0.12780805549263574
MED134_01140,C2,chaperonin 10 Kd subunit,Unspecified,Unspecified,0.12733389945231693
MED134_10161,C2,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.12289512871378724
MED134_09056,C2,two-component system sensor histidine kinase,Unspecified,Unspecified,0.12005313971426715
MED134_07721,C2,hypothetical protein,Unspecified,Unspecified,0.10434305649564858
MED134_00210,C2,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.09049924179991313
MED134_12676,C2,GTPase of unknown function,Unspecified,Unspecified,0.09024862525190624
MED134_07996,C2,two-component system response regulator,Unspecified,Unspecified,0.08833047948954302
MED134_03319,C2,trypsin-like serine protease,"['02020 Two-component system [PATH:dok02020]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09132 Signal transduction', '09175 Drug resistance: antimicrobial']",0.08292105260814896
MED134_04009,C2,ATP-dependent protease La (LON),Unspecified,Unspecified,0.07053146106465176
MED134_12756,C2,OmpA family protein,Unspecified,Unspecified,0.07046872904169542
MED134_09306,C2,methyltransferase family protein,Unspecified,Unspecified,0.06897128920743996
MED134_09616,C2,acyl-CoA thioester hydrolase,Unspecified,Unspecified,0.06395504534272191
MED134_14502,C2,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,0.06279186346483469
