gene_id,cluster,product,subsystem,system,value
MED134_11155,C4,succinate dehydrogenase flavoprotein subunit,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00650 Butanoate metabolism [PATH:dok00650]', '00190 Oxidative phosphorylation [PATH:dok00190]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",39932.929736821025
MED134_09706,C4,choline dehydrogenase,Unspecified,Unspecified,30500.856204248634
MED134_11401,C4,"cytochrome c oxidase, subunit II",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],27163.48483286031
MED134_05359,C4,ATP-dependent Clp protease,Unspecified,Unspecified,26681.033682007434
MED134_05989,C4,nucleotide sugar dehydrogenase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism', '09132 Signal transduction']",22468.782000676816
MED134_11386,C4,cytochrome c1,Unspecified,Unspecified,22302.56023590557
MED134_05994,C4,UDP-N-acetylglucosamine 2-epimerase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism', '09132 Signal transduction']",19590.279415022676
MED134_03484,C4,glutamate-ammonia ligase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00910 Nitrogen metabolism [PATH:dok00910]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00220 Arginine biosynthesis [PATH:dok00220]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09132 Signal transduction']",18261.01905953751
MED134_11381,C4,hypothetical protein,Unspecified,Unspecified,15359.447140400855
MED134_11516,C4,hypothetical protein,Unspecified,Unspecified,14993.241993859985
MED134_13806,C4,GTP-binding elongation factor family protein TypA/BipA,Unspecified,Unspecified,14360.350123910692
MED134_12681,C4,alpha/beta hydrolase,Unspecified,Unspecified,14249.835502856507
MED134_01450,C4,valine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],13911.235594500125
MED134_01255,C4,hypothetical protein,Unspecified,Unspecified,13850.705615238327
MED134_05514,C4,cold shock domain protein CspD,Unspecified,Unspecified,13485.396675638669
MED134_08146,C4,glycyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],13421.309462126537
MED134_01545,C4,hypothetical protein,Unspecified,Unspecified,13286.99002225478
MED134_09356,C4,hypothetical protein,Unspecified,Unspecified,13264.23219679729
MED134_09711,C4,hypothetical protein,Unspecified,Unspecified,12780.236852431808
MED134_01425,C4,"AAA-metalloprotease FtsH, with ATPase domain",Unspecified,Unspecified,12605.15420020821
MED134_11035,C4,FeS assembly ATPase SufC,Unspecified,Unspecified,12237.387742335346
MED134_12616,C4,aminotransferase class I and II,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00220 Arginine biosynthesis [PATH:dok00220]', '00330 Arginine and proline metabolism [PATH:dok00330]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",9848.445225516083
MED134_05939,C4,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Unspecified,Unspecified,8995.922771261932
MED134_09321,C4,phosphoglycerate kinase,['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]'],['09101 Carbohydrate metabolism'],8945.141772218718
MED134_07299,C4,aminomethyltransferase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00785 Lipoic acid metabolism [PATH:dok00785]', '00670 One carbon pool by folate [PATH:dok00670]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins', '09108 Metabolism of cofactors and vitamins']",8665.159656553074
MED134_06594,C4,fumarylacetoacetase,"['00350 Tyrosine metabolism [PATH:dok00350]', '00643 Styrene degradation [PATH:dok00643]']","['09105 Amino acid metabolism', '09111 Xenobiotics biodegradation and metabolism']",8164.957611686553
MED134_01430,C4,hypothetical protein,Unspecified,Unspecified,7634.848303387718
MED134_09281,C4,glutamyl-tRNA synthetase,"['00860 Porphyrin metabolism [PATH:dok00860]', '00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]']","['09108 Metabolism of cofactors and vitamins', '09122 Translation']",7615.132126707858
MED134_07446,C4,putative copper/silver resistance-related permease,Unspecified,Unspecified,7093.792206766217
MED134_14231,C4,glucose-6-phosphate 1-dehydrogenase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",6940.34664344601
MED134_04314,C4,bifunctional aspartokinase/homoserine dehydrogenase 1,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00300 Lysine biosynthesis [PATH:dok00300]', '00261 Monobactam biosynthesis [PATH:dok00261]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",6537.88195393918
MED134_04404,C4,zinc carboxypeptidase,Unspecified,Unspecified,6532.373510390592
MED134_04844,C4,short chain dehydrogenase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",6189.374435684715
MED134_12131,C4,3-oxoacyl-[acyl-carrier-protein] synthase III,['00061 Fatty acid biosynthesis [PATH:dok00061]'],['09103 Lipid metabolism'],6179.211545992695
MED134_03110,C4,"3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase","['00740 Riboflavin metabolism [PATH:dok00740]', '00790 Folate biosynthesis [PATH:dok00790]']","['09108 Metabolism of cofactors and vitamins', '09108 Metabolism of cofactors and vitamins']",6039.436103504911
MED134_09361,C4,hypothetical protein,Unspecified,Unspecified,5885.220889682221
MED134_09691,C4,oxidoreductase family protein,Unspecified,Unspecified,5481.881108186672
MED134_04154,C4,hypothetical protein,Unspecified,Unspecified,5249.341230983304
MED134_09096,C4,amidophosphoribosyltransferase,"['00230 Purine metabolism [PATH:dok00230]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",5188.180907524702
MED134_11180,C4,phosphate sodium symporter,Unspecified,Unspecified,5185.239307938679
MED134_13541,C4,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,5129.97973188663
MED134_04949,C4,NusB family protein,Unspecified,Unspecified,4973.444925802556
MED134_00485,C4,hypothetical protein,Unspecified,Unspecified,4459.437359352765
MED134_09681,C4,endonuclease IV,Unspecified,Unspecified,4429.132961602139
MED134_01690,C4,hypothetical protein,Unspecified,Unspecified,4218.315983593187
MED134_09001,C4,two-component system response regulator,Unspecified,Unspecified,4089.0731561597127
MED134_09986,C4,thymidine kinase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],4000.724028753235
MED134_08961,C4,hypothetical protein,Unspecified,Unspecified,3803.634368512662
MED134_06669,C4,"efflux transporter, RND family, MFP subunit",['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],3674.196041615078
MED134_05124,C4,DEAD/DEAH box helicase,Unspecified,Unspecified,3627.0173169969194
MED134_07641,C4,NifU-like protein,Unspecified,Unspecified,3556.762830739096
MED134_05314,C4,two-component system sensor histidine kinase,Unspecified,Unspecified,3544.61861137551
MED134_01265,C4,GTP-binding protein Era,Unspecified,Unspecified,3526.3457105964735
MED134_11651,C4,phenylalanine-4-hydroxylase,"['00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00790 Folate biosynthesis [PATH:dok00790]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",3417.9084085747963
MED134_03374,C4,"ABC transporter, ATP-binding and permease protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3265.6075701751383
MED134_00390,C4,thioredoxin family protein,Unspecified,Unspecified,3182.8429026796102
MED134_09151,C4,metallo-beta-lactamase superfamily protein,Unspecified,Unspecified,3149.5848651754595
