gene_id,cluster,product,subsystem,system,value
MED134_12746,C1,cell division protein FtsZ,Unspecified,Unspecified,0.46490745560924024
MED134_11150,C1,succinate dehydrogenase cytochrome b-556 subunit,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00650 Butanoate metabolism [PATH:dok00650]', '00190 Oxidative phosphorylation [PATH:dok00190]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",0.4097636203967369
MED134_14166,C1,outer membrane protein transport protein (OMPP1/FadL/TodX),Unspecified,Unspecified,0.3357547971298519
MED134_08896,C1,penicillin-binding protein 1A,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01501 beta-Lactam resistance [PATH:dok01501]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",0.33477606906787083
MED134_06589,C1,serine hydroxymethyltransferase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00460 Cyanoamino acid metabolism [PATH:dok00460]', '00670 One carbon pool by folate [PATH:dok00670]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09106 Metabolism of other amino acids', '09108 Metabolism of cofactors and vitamins']",0.31241559910976624
MED134_12646,C1,DNA primase,['03030 DNA replication [PATH:dok03030]'],['09124 Replication and repair'],0.2771791555420396
MED134_09301,C1,glucose inhibited division protein A,Unspecified,Unspecified,0.27490297533695146
MED134_13091,C1,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],0.2623915671820703
MED134_05694,C1,DEAD/DEAH box helicase,Unspecified,Unspecified,0.18971905961072252
MED134_02615,C1,phosphatidate phosphatase,Unspecified,Unspecified,0.18729760668548637
MED134_10076,C1,aerotolerance-related exported protein BatD,Unspecified,Unspecified,0.1759499665656641
MED134_06369,C1,hypothetical protein,Unspecified,Unspecified,0.17236270443781385
MED134_10096,C1,hypothetical protein,Unspecified,Unspecified,0.16920759878083344
MED134_03394,C1,hypothetical protein,Unspecified,Unspecified,0.15684088031712878
MED134_01480,C1,hypothetical protein,Unspecified,Unspecified,0.15242132379308226
MED134_13381,C1,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,0.15039121646381462
MED134_04779,C1,"transcription regulator, AraC family",Unspecified,Unspecified,0.13346035935497993
MED134_07791,C1,hypothetical protein,Unspecified,Unspecified,0.13245901672052243
MED134_00105,C1,thymidylate synthase,"['00240 Pyrimidine metabolism [PATH:dok00240]', '00670 One carbon pool by folate [PATH:dok00670]']","['09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",0.12549318832077833
MED134_04249,C1,hypothetical protein,Unspecified,Unspecified,0.11550628403425901
MED134_00940,C1,biopolymer transport protein ExbD/TolR,Unspecified,Unspecified,0.11538721139251444
MED134_05029,C1,hypothetical protein,Unspecified,Unspecified,0.11104926405548024
MED134_07074,C1,ATPase family associated with various cellular activities (AAA),Unspecified,Unspecified,0.11092445017562406
MED134_03714,C1,N-acetylmuramoyl-L-alanine amidase,['01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]'],['09175 Drug resistance: antimicrobial'],0.10904959851434097
MED134_03839,C1,hypothetical protein,Unspecified,Unspecified,0.10894024126084459
MED134_11856,C1,hypothetical protein,Unspecified,Unspecified,0.1059626040040716
MED134_06954,C1,hypothetical protein,Unspecified,Unspecified,0.10557609914841895
MED134_03449,C1,transglycosylase SLT,Unspecified,Unspecified,0.09972481719677749
MED134_08841,C1,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,0.0996345870751313
MED134_07611,C1,Asp/Glu/hydantoin racemase,['00470 D-Amino acid metabolism [PATH:dok00470]'],['09106 Metabolism of other amino acids'],0.09221601845257081
MED134_12771,C1,DPS family protein,Unspecified,Unspecified,0.08816581298441843
MED134_00360,C1,ApbE family protein,Unspecified,Unspecified,0.08271189359495737
MED134_13916,C1,tetrapyrrole (corrin/porphyrin) methylase family protein,Unspecified,Unspecified,0.08207137815668976
MED134_10091,C1,aerotolerance-related exported protein BatA,Unspecified,Unspecified,0.07926209827353675
