gene_id,cluster,product,subsystem,system,value
MED134_11471,C3,periplasmic protein TonB,Unspecified,Unspecified,35929.688362788445
MED134_12271,C3,hypothetical protein,Unspecified,Unspecified,27273.217943142117
MED134_12246,C3,hypothetical protein,Unspecified,Unspecified,20617.33847667872
MED134_09621,C3,hypothetical protein,Unspecified,Unspecified,19685.415387268768
MED134_01520,C3,acetyl-CoA carboxylase carboxyl transferase subunit alpha,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",12955.678100636258
MED134_05959,C3,glycosyl transferases group 1,Unspecified,Unspecified,7656.7916715884185
MED134_13906,C3,metal-dependent amidohydrolase,Unspecified,Unspecified,6672.588791448799
MED134_02930,C3,hypothetical protein,Unspecified,Unspecified,6313.481751066918
MED134_04674,C3,2OG-Fe(II) oxygenase superfamily protein,Unspecified,Unspecified,6192.00070576501
MED134_06639,C3,hypothetical protein,Unspecified,Unspecified,6110.481529821447
MED134_03030,C3,zinc carboxypeptidase,Unspecified,Unspecified,6050.771900887594
MED134_03169,C3,Na+/H+ antiporter NhaC,Unspecified,Unspecified,5432.063856391969
MED134_12991,C3,UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,Unspecified,Unspecified,5346.137324717091
MED134_05954,C3,sugar transferase,Unspecified,Unspecified,5288.109898760449
MED134_04634,C3,DNA mismatch repair protein MutS,['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],5174.346787730053
MED134_00170,C3,deoxynucleoside kinase family protein,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism']",4657.274059390927
MED134_09161,C3,peptidase family M1,Unspecified,Unspecified,4594.21778810642
MED134_02185,C3,3-hydroxyacyl-CoA dehydrogenase,"['00650 Butanoate metabolism [PATH:dok00650]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00362 Benzoate degradation [PATH:dok00362]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09111 Xenobiotics biodegradation and metabolism']",4202.523497022809
MED134_11466,C3,VanZ like family protein,Unspecified,Unspecified,4140.617388168446
MED134_08111,C3,aldo/keto reductase family protein,Unspecified,Unspecified,4055.5506474377044
MED134_02190,C3,"oxidoreductase, Gfo/Idh/MocA family",Unspecified,Unspecified,3820.7711670631584
MED134_09336,C3,hypothetical protein,Unspecified,Unspecified,3765.7481030076515
MED134_04409,C3,ROK family protein,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",3738.5357548374072
MED134_07024,C3,DNA adenine methylase,Unspecified,Unspecified,3572.492628038396
MED134_03459,C3,hypothetical protein,Unspecified,Unspecified,3450.593530408106
MED134_04784,C3,"transcription regulator, AraC family",Unspecified,Unspecified,3180.679642335744
MED134_00785,C3,hypothetical protein,Unspecified,Unspecified,3077.643393311827
MED134_01935,C3,dihydrodipicolinate reductase,"['00300 Lysine biosynthesis [PATH:dok00300]', '00261 Monobactam biosynthesis [PATH:dok00261]']","['09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",3041.1325277579945
MED134_07581,C3,putative inorganic polyphosphate/ATP-NAD kinase,['00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]'],['09108 Metabolism of cofactors and vitamins'],2981.6755738113507
MED134_04079,C3,DNA recombination protein RmuC,Unspecified,Unspecified,2929.1919496573832
MED134_12226,C3,hypothetical protein,Unspecified,Unspecified,2911.3482002382925
MED134_07776,C3,hypothetical protein,Unspecified,Unspecified,2879.308025734945
MED134_04324,C3,hypothetical protein,Unspecified,Unspecified,2860.364079436752
MED134_10301,C3,hypothetical protein,Unspecified,Unspecified,2849.7595360140895
MED134_09121,C3,putative DNA repair protein,Unspecified,Unspecified,2827.8389102940005
MED134_08161,C3,hypothetical protein,Unspecified,Unspecified,2818.2582100152204
MED134_04019,C3,serine carboxypeptidase,Unspecified,Unspecified,2804.307112853263
MED134_07014,C3,DNA adenine methylase,Unspecified,Unspecified,2789.986439346868
MED134_05294,C3,phospholipase/carboxylesterase,Unspecified,Unspecified,2768.9066559866233
MED134_02030,C3,hypothetical protein,Unspecified,Unspecified,2749.2394810534634
MED134_07946,C3,acetate-CoA ligase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00640 Propanoate metabolism [PATH:dok00640]', '00680 Methane metabolism [PATH:dok00680]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",2594.662031946875
MED134_09236,C3,LysE type translocator,Unspecified,Unspecified,2567.101764839321
MED134_05329,C3,hypothetical protein,Unspecified,Unspecified,2547.0142043195624
MED134_06684,C3,putative zinc-transporting P-type ATPase,Unspecified,Unspecified,2440.9630754460795
MED134_00060,C3,dihydrofolate reductase,"['00790 Folate biosynthesis [PATH:dok00790]', '00670 One carbon pool by folate [PATH:dok00670]']","['09108 Metabolism of cofactors and vitamins', '09108 Metabolism of cofactors and vitamins']",2400.1934030165494
MED134_07189,C3,sodium/solute symporter,Unspecified,Unspecified,2284.0933257619276
MED134_01240,C3,outer membrane efflux protein,"['03070 Bacterial secretion system [PATH:dok03070]', '02020 Two-component system [PATH:dok02020]', '01501 beta-Lactam resistance [PATH:dok01501]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09131 Membrane transport', '09132 Signal transduction', '09175 Drug resistance: antimicrobial', '09175 Drug resistance: antimicrobial']",2194.310843276773
MED134_13066,C3,beta-carotene hydroxylase,['00906 Carotenoid biosynthesis [PATH:dok00906]'],['09109 Metabolism of terpenoids and polyketides'],2162.214739348008
MED134_14041,C3,hypothetical protein,Unspecified,Unspecified,2153.733766688584
MED134_12816,C3,cysteine synthase B,['00270 Cysteine and methionine metabolism [PATH:dok00270]'],['09105 Amino acid metabolism'],2094.3571528063158
MED134_08576,C3,deacetylase,Unspecified,Unspecified,2086.4360964989673
MED134_11851,C3,lipoate-protein ligase B,['00785 Lipoic acid metabolism [PATH:dok00785]'],['09108 Metabolism of cofactors and vitamins'],2055.8587541838506
MED134_08151,C3,hypothetical protein,Unspecified,Unspecified,1939.6709524017965
MED134_13686,C3,sugar transferase family protein,Unspecified,Unspecified,1916.0489960022574
MED134_07264,C3,cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,Unspecified,Unspecified,1862.0602448243635
MED134_13276,C3,redoxin,Unspecified,Unspecified,1788.1169946256869
MED134_13866,C3,glycosyl transferase family 2,Unspecified,Unspecified,1771.142358039725
MED134_07029,C3,type I site-specific deoxyribonuclease,Unspecified,Unspecified,1714.0697167238895
MED134_03289,C3,hypothetical protein,Unspecified,Unspecified,1620.5216875023982
MED134_09296,C3,hypothetical protein,Unspecified,Unspecified,1560.30343692722
MED134_07786,C3,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,1518.7253680859917
MED134_03614,C3,hypothetical protein,Unspecified,Unspecified,1488.2014844289556
MED134_14036,C3,hypothetical protein,Unspecified,Unspecified,1454.1458679215975
MED134_13261,C3,hypothetical protein,Unspecified,Unspecified,1433.9618558513112
MED134_05604,C3,hypothetical protein,Unspecified,Unspecified,1427.1454208311802
MED134_02350,C3,potassium uptake protein TrkA,Unspecified,Unspecified,1423.7287290110455
MED134_13656,C3,glycosyl transferase family 2,Unspecified,Unspecified,1399.827564917361
MED134_08801,C3,hypothetical protein,Unspecified,Unspecified,1393.647683904643
MED134_07019,C3,hypothetical protein,Unspecified,Unspecified,1329.586623026112
MED134_14572,C3,pirin-related protein,Unspecified,Unspecified,1303.3659812663366
MED134_07219,C3,hypothetical protein,Unspecified,Unspecified,1287.047815790379
MED134_13811,C3,glycosyl transferase family 2,Unspecified,Unspecified,1280.1186093590845
MED134_13676,C3,hypothetical protein,Unspecified,Unspecified,1277.422716878929
MED134_04629,C3,hypothetical protein,Unspecified,Unspecified,1248.9819475903014
MED134_10081,C3,aerotolerance-related exported protein BatC,Unspecified,Unspecified,1216.3341761796055
MED134_00030,C3,3-deoxy-D-manno-octulosonic-acid transferase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],1209.3196822333987
MED134_13731,C3,"ABC transporter, permease protein",['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],1207.723787265305
MED134_09401,C3,glycosyl transferase group 1,Unspecified,Unspecified,1160.6561987540472
MED134_13666,C3,glycosyl transferase group 1,Unspecified,Unspecified,1134.0916372270585
MED134_02875,C3,hypothetical protein,Unspecified,Unspecified,1133.4821014864083
MED134_11776,C3,D-cysteine desulfhydrase family protein,['00270 Cysteine and methionine metabolism [PATH:dok00270]'],['09105 Amino acid metabolism'],1100.1040719657728
MED134_14271,C3,short chain dehydrogenase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",1041.634903296647
MED134_07896,C3,glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,Unspecified,Unspecified,1036.742235128696
MED134_09406,C3,putative colanic acid biosynthesis acetyltransferase WcaF,['00543 Exopolysaccharide biosynthesis [PATH:dok00543]'],['09107 Glycan biosynthesis and metabolism'],1034.622366245197
MED134_01920,C3,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,1011.7660991139329
MED134_13041,C3,SpoU rRNA methylase family protein,Unspecified,Unspecified,1007.7830730673454
MED134_08706,C3,HD superfamily phosphohydrolase,Unspecified,Unspecified,998.0824027986738
MED134_12251,C3,peptidase family S51,Unspecified,Unspecified,994.3137267935213
MED134_03244,C3,hypothetical protein,Unspecified,Unspecified,988.516982928532
MED134_10326,C3,hypothetical protein,Unspecified,Unspecified,982.2604028228911
MED134_05149,C3,hypothetical protein,Unspecified,Unspecified,967.4529835415024
MED134_10221,C3,hypothetical protein,Unspecified,Unspecified,964.0925974844348
MED134_08411,C3,general secretion pathway protein F,Unspecified,Unspecified,955.3876795673107
MED134_05234,C3,hypothetical protein,Unspecified,Unspecified,954.6442675841312
MED134_06249,C3,zinc-binding dehydrogenase,Unspecified,Unspecified,933.8136312271315
MED134_09976,C3,hypothetical protein,Unspecified,Unspecified,931.7447797133202
MED134_01370,C3,hypothetical protein,Unspecified,Unspecified,919.8587764622011
MED134_15348,C3,transcriptional regulator,Unspecified,Unspecified,916.8260151136205
MED134_09431,C3,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,907.4136486793752
MED134_01080,C3,hypothetical protein,Unspecified,Unspecified,900.008030476087
MED134_10046,C3,colicin V production protein,Unspecified,Unspecified,876.599237058489
MED134_09381,C3,polysaccharide biosynthesis protein,Unspecified,Unspecified,832.116607526484
MED134_07049,C3,hypothetical protein,Unspecified,Unspecified,831.2779005769821
MED134_08861,C3,3'-5' exonuclease,Unspecified,Unspecified,775.3445954444487
MED134_14086,C3,hypothetical protein,Unspecified,Unspecified,754.0739559032595
MED134_07039,C3,hypothetical protein,Unspecified,Unspecified,740.7242641797828
MED134_05494,C3,hypothetical protein,Unspecified,Unspecified,713.4984961373993
MED134_12581,C3,transcription regulator,Unspecified,Unspecified,705.8553892859596
MED134_13036,C3,hypothetical protein,Unspecified,Unspecified,700.032775930883
MED134_06814,C3,oxidoreductase family protein,['00920 Sulfur metabolism [PATH:dok00920]'],['09102 Energy metabolism'],694.1675219521876
MED134_00350,C3,"two-component system response regulator, LytR/AlgR family",Unspecified,Unspecified,650.5192186285401
MED134_07034,C3,hypothetical protein,Unspecified,Unspecified,634.1405356850664
MED134_05159,C3,hypothetical protein,Unspecified,Unspecified,633.1539281084387
MED134_08626,C3,transcription regulator,Unspecified,Unspecified,611.4643175153867
MED134_03040,C3,hypothetical protein,Unspecified,Unspecified,604.8082913808139
MED134_01175,C3,hypothetical protein,Unspecified,Unspecified,600.8426774804313
MED134_13156,C3,hypothetical protein,Unspecified,Unspecified,546.7065275671812
MED134_04444,C3,"transcriptional regulator, LytR/AlgR family",Unspecified,Unspecified,541.2855566044543
MED134_05869,C3,"transcription regulator, AraC family",Unspecified,Unspecified,500.2287026694125
MED134_03309,C3,DNA binding helix-turn helix protein,Unspecified,Unspecified,500.09246756345635
MED134_04269,C3,hypothetical protein,Unspecified,Unspecified,432.62914390966296
MED134_13351,C3,ZIP zinc transporter family protein,Unspecified,Unspecified,420.51171369862965
MED134_06819,C3,hypothetical protein,Unspecified,Unspecified,372.8532058906004
