gene_id,cluster,product,subsystem,system,value
MED134_04954,C0,hypothetical protein,Unspecified,Unspecified,33930.39863744497
MED134_12981,C0,DNA gyrase subunit B,Unspecified,Unspecified,28342.92961914846
MED134_14141,C0,isocitrate dehydrogenase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",27808.80514274254
MED134_11165,C0,ribonucleoside-diphosphate reductase small chain,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism']",23539.652004286796
MED134_04959,C0,"preprotein translocase, YajC subunit","['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",17598.689671497195
MED134_09101,C0,superoxide dismutase,Unspecified,Unspecified,17395.851168624024
MED134_05219,C0,TonB dependent/ligand-gated channel,Unspecified,Unspecified,16746.647728035132
MED134_01760,C0,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Unspecified,Unspecified,16246.12668422162
MED134_09996,C0,large-conductance mechanosensitive channel,Unspecified,Unspecified,13578.51221485393
MED134_04754,C0,DNA topoisomerase IV subunit A,Unspecified,Unspecified,13328.51915461674
MED134_12556,C0,carbamoyl-phosphate synthase small chain,"['00240 Pyrimidine metabolism [PATH:dok00240]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",12968.069377340551
MED134_09766,C0,hypothetical protein,Unspecified,Unspecified,12497.385577766818
MED134_03724,C0,putative iron-sulfur-binding reductase,Unspecified,Unspecified,12247.259596529662
MED134_12746,C0,cell division protein FtsZ,Unspecified,Unspecified,11668.588759858058
MED134_04329,C0,TonB dependent/ligand-gated channel,Unspecified,Unspecified,11019.354669017983
MED134_00555,C0,DNA-directed DNA polymerase,"['03030 DNA replication [PATH:dok03030]', '03410 Base excision repair [PATH:dok03410]', '03420 Nucleotide excision repair [PATH:dok03420]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",10986.149650177631
MED134_11896,C0,HD superfamily phosphohydrolase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",10774.380436795334
MED134_09156,C0,peptidase families S8 and S53,Unspecified,Unspecified,9897.527832991904
MED134_03659,C0,UvrD/REP helicase,"['03420 Nucleotide excision repair [PATH:dok03420]', '03430 Mismatch repair [PATH:dok03430]']","['09124 Replication and repair', '09124 Replication and repair']",9855.025774182424
MED134_06494,C0,DNA polymerase III subunit gamma/tau,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",9510.714070500091
MED134_05934,C0,polysaccharide biosynthesis protein,Unspecified,Unspecified,9391.221369962877
MED134_05214,C0,outer membrane protein,Unspecified,Unspecified,9250.606719617277
MED134_00510,C0,ribosome recycling factor,Unspecified,Unspecified,8835.548061179808
MED134_01460,C0,aminotransferase class I and II,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00220 Arginine biosynthesis [PATH:dok00220]', '00330 Arginine and proline metabolism [PATH:dok00330]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",8781.713073620895
MED134_04749,C0,DNA topoisomerase IV subunit B,Unspecified,Unspecified,8522.98091081011
MED134_03684,C0,OmpA family protein,"['02030 Bacterial chemotaxis [PATH:dok02030]', '02040 Flagellar assembly [PATH:dok02040]']","['09142 Cell motility', '09142 Cell motility']",7656.418041725799
