gene_id,cluster,product,subsystem,system,value
MED134_02385,C4,translation elongation factor Tu,Unspecified,Unspecified,4.170288082812419
MED134_01340,C4,hypothetical protein,Unspecified,Unspecified,1.4698615561485615
MED134_14146,C4,50S ribosomal protein L19,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.7716950343793829
MED134_13511,C4,preprotein translocase subunit SecA,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",0.7651925402962844
MED134_00295,C4,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit A",Unspecified,Unspecified,0.7177616001226836
MED134_11456,C4,gliding motility protein SprA,Unspecified,Unspecified,0.5953414383920147
MED134_01285,C4,50S ribosomal protein L27,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.5857863375951238
MED134_07596,C4,outer membrane protein,Unspecified,Unspecified,0.5676351003946977
MED134_11110,C4,thiamine-monophosphate kinase,['00730 Thiamine metabolism [PATH:dok00730]'],['09108 Metabolism of cofactors and vitamins'],0.5602678158677097
MED134_09861,C4,hypothetical protein,Unspecified,Unspecified,0.4964715115491745
MED134_09531,C4,"ATP synthase, A subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.450768546239242
MED134_06099,C4,peptidase family M16,Unspecified,Unspecified,0.3968015986175642
MED134_07124,C4,insulinase (peptidase family M16),Unspecified,Unspecified,0.3790989395684354
MED134_00165,C4,hypothetical protein,Unspecified,Unspecified,0.3456220142607439
MED134_10286,C4,leucyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.3136052893452493
MED134_07601,C4,outer membrane protein (OmpH-like),Unspecified,Unspecified,0.2845802981960914
MED134_04824,C4,translation elongation factor P (EF-P),Unspecified,Unspecified,0.2824960100032031
MED134_09511,C4,hypothetical protein,Unspecified,Unspecified,0.2813231205968799
MED134_03924,C4,GMP synthase (glutamine-hydrolyzing),['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],0.2670277933767655
MED134_14386,C4,hypothetical protein,Unspecified,Unspecified,0.2645831175117181
MED134_14421,C4,CTP synthase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],0.2641333121923953
MED134_06539,C4,hypothetical protein,Unspecified,Unspecified,0.2506368052671865
MED134_15850,C4,DNA translocase ftsK,Unspecified,Unspecified,0.2437750014854156
MED134_04539,C4,adenylosuccinate lyase,"['00230 Purine metabolism [PATH:dok00230]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",0.2213018683853204
MED134_08251,C4,hypothetical protein,Unspecified,Unspecified,0.2157922863285465
MED134_03929,C4,hypothetical protein,Unspecified,Unspecified,0.2157874086704909
MED134_04304,C4,amidohydrolase family protein,Unspecified,Unspecified,0.2156782235889744
MED134_04109,C4,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.2081513297538732
MED134_10261,C4,Clp protease,Unspecified,Unspecified,0.2032473259252345
MED134_11461,C4,glycine cleavage system H protein,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.2006140782310596
MED134_13626,C4,cytidylyltransferase family protein,Unspecified,Unspecified,0.1842784122412675
MED134_03629,C4,hypothetical protein,Unspecified,Unspecified,0.1801423831904483
