gene_id,product,subsystem,system,value
MED134_02425,DNA-directed RNA polymerase beta' chain,['03020 RNA polymerase [PATH:dok03020]'],['09121 Transcription'],3.757544449798916
MED134_02420,DNA-directed RNA polymerase beta chain,['03020 RNA polymerase [PATH:dok03020]'],['09121 Transcription'],3.587908362966403
MED134_02950,30S ribosomal protein S1,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],3.179169289250141
MED134_00540,50S ribosomal protein L13,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.6723109724162717
MED134_02405,50S ribosomal protein L1,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.6266291179667196
MED134_12441,30S ribosomal protein S3,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.6175481736748698
MED134_10855,cold shock domain protein CspD,Unspecified,Unspecified,1.4610917512735104
MED134_08871,metallopeptidase family M36,Unspecified,Unspecified,1.4100642893483883
MED134_12416,50S ribosomal protein L4,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.3279209610501261
MED134_02415,50S ribosomal protein L7/L12,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.2727829092640564
MED134_00635,hypothetical protein,Unspecified,Unspecified,1.2330606800941175
MED134_10371,DNA-binding protein HU,Unspecified,Unspecified,1.2245985873408736
MED134_07661,30S ribosomal protein S16,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.1512935898774683
MED134_12391,30S ribosomal protein S12,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.0301632593279266
MED134_00640,50S ribosomal protein L32,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],1.0221541693082978
MED134_05104,30S ribosomal protein S6,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.9601272676712972
MED134_10376,"ribonuclease, Rne/Rng family",Unspecified,Unspecified,0.9243888103773324
MED134_05109,30S ribosomal protein S18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.8962516471414956
MED134_12421,50S ribosomal protein L23,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.8821144354021216
MED134_12436,50S ribosomal protein L22,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.8660046918052625
MED134_04064,50S ribosomal protein L34,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.8319751897666035
MED134_08401,"50S ribosomal protein L25, Ctc-form",['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.7773795868009391
MED134_02395,transcriptional antitermination factor NusG,Unspecified,Unspecified,0.7672362282744016
MED134_02245,50S ribosomal protein L28,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.6867816126284432
MED134_01890,hypothetical protein,Unspecified,Unspecified,0.6531148560512381
MED134_03869,50S ribosomal protein L31,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.6521653886035628
MED134_01385,hypothetical protein,Unspecified,Unspecified,0.6032774159251104
MED134_12451,50S ribosomal protein L29,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.5838759961863095
MED134_01655,30S ribosomal protein S15,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.5654707875890624
MED134_01005,translation initiation factor IF-3,Unspecified,Unspecified,0.5565781510445504
MED134_03589,methylmalonyl-CoA mutase,Unspecified,Unspecified,0.5518878853736575
MED134_14156,prolyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.5381017431351477
MED134_12516,translation initiation factor IF-1,Unspecified,Unspecified,0.5239753658945905
MED134_12491,50S ribosomal protein L18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.5218858480061472
MED134_03065,hypothetical protein,Unspecified,Unspecified,0.47349568135521924
MED134_00820,hypothetical protein,Unspecified,Unspecified,0.4715028031718425
MED134_12476,30S ribosomal protein S14,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.4675235534286124
MED134_08071,hypothetical protein,Unspecified,Unspecified,0.4574891433647262
MED134_02390,preprotein translocase subunit SecE,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",0.42491963492349716
MED134_10865,aspartyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.4206886148943624
MED134_10056,carbonic anhydrase,['00910 Nitrogen metabolism [PATH:dok00910]'],['09102 Energy metabolism'],0.4184187653150151
MED134_14411,IMP dehydrogenase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],0.4148635780460465
MED134_06129,cold shock domain protein CspD,Unspecified,Unspecified,0.4104428849856309
MED134_11836,lysyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.4083370957547971
MED134_08406,ribose-phosphate pyrophosphokinase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00230 Purine metabolism [PATH:dok00230]']","['09101 Carbohydrate metabolism', '09104 Nucleotide metabolism']",0.4043942326590529
MED134_07536,ATP-dependent Clp protease ATP-binding subunit,Unspecified,Unspecified,0.3933698858298573
MED134_00585,GTP-binding protein LepA,Unspecified,Unspecified,0.3854212228593088
MED134_07436,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.3851782639945047
MED134_10036,"phenylalanyl-tRNA synthetase, alpha subunit",['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.3849094520729541
